spine	classification	golden_pages	golden_fragments	golden_first	golden_last	golden_sha	historical_pages	historical_fragments	historical_first	historical_last	historical_sha	current_pages	current_fragments	current_first	current_last	current_sha
309	HISTORICAL_AND_CURRENT_SOURCE	13	388	16.00,247.92,168.30,30.60|270.91|fcb20a2c	34.00,554.97,290.70,17.68|569.26|2d9e60d3	bdad7912ee342293	13	389	16.00,247.92,168.30,30.60|270.91|fcb20a2c	34.00,554.97,290.70,17.68|569.26|2d9e60d3	63bb10d4c7349bbf	15	400	16.00,247.92,168.30,30.60|270.91|fcb20a2c	34.00,59.60,290.70,23.80|76.95|2d9e60d3	f7bffa536073fd14
310	HISTORICAL_AND_CURRENT_SOURCE	24	882	16.00,247.92,137.70,30.60|270.91|94027df8	34.00,773.75,177.17,17.68|788.05|1d529b53	5fc70c7325834ddc	24	882	16.00,247.92,137.70,30.60|270.91|94027df8	34.00,773.75,177.17,17.68|788.05|1d529b53	f5678d9c27c3e7e2	27	898	16.00,247.92,137.70,30.60|270.91|94027df8	34.00,464.20,177.17,23.80|481.55|1d529b53	4a669279b443b99a
311	HISTORICAL_AND_CURRENT_SOURCE	18	588	16.00,247.92,214.20,30.60|270.91|d3ecbec5	34.00,65.05,274.07,17.68|79.35|9df62b42	c9df09b197f1b674	18	588	16.00,247.92,214.20,30.60|270.91|d3ecbec5	34.00,65.05,274.07,17.68|79.35|9df62b42	2ad5ec304dbec5f4	20	602	16.00,247.92,214.20,30.60|270.91|d3ecbec5	34.00,131.00,274.07,23.80|148.35|9df62b42	3fac569d5cf05bd7
312	UNCHANGED	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	a44984adceacc8de	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	a44984adceacc8de	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	a44984adceacc8de
313	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
314	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
315	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
316	CURRENT_SOURCE_ONLY	7	18	141.70,29.85,17.69,23.21|47.80|6bc42385	174.19,543.80,41.61,19.12|558.80|8c78052a	907f2964d0963293	7	18	141.70,29.85,17.69,23.21|47.80|6bc42385	174.19,543.80,41.61,19.12|558.80|8c78052a	907f2964d0963293	7	18	140.46,29.85,18.19,24.99|48.77|6bc42385	175.19,543.80,39.62,21.42|560.02|8c78052a	ddb0908a9a106c6e
317	HISTORICAL_AND_CURRENT_SOURCE	9	589	15.66,232.90,340.00,22.10|249.33|db3f08ba	147.28,577.90,64.44,17.68|592.19|b4260572	4e323de7a10bc8dc	9	589	15.66,232.90,340.00,22.10|249.33|db3f08ba	147.28,577.90,64.44,17.68|592.19|b4260572	5291e58a559d5372	12	589	15.66,232.90,340.00,22.10|249.33|db3f08ba	147.28,392.80,64.44,23.80|410.15|b4260572	d3c719e7eb599c54
318	HISTORICAL_AND_CURRENT_SOURCE	16	885	16.00,247.92,76.50,30.60|270.91|b145448b	147.28,719.37,64.44,17.68|733.66|b4260572	7c14cea7c488cd8b	16	885	16.00,247.92,76.50,30.60|270.91|b145448b	147.28,719.37,64.44,17.68|733.66|b4260572	b130d5dd5aaf09a3	20	892	16.00,247.92,76.50,30.60|270.91|b145448b	147.28,273.80,64.44,23.80|291.15|b4260572	65d7b3f5e0866ade
319	HISTORICAL_AND_CURRENT_SOURCE	19	965	16.00,247.92,137.70,30.60|270.91|e18735ab	147.28,701.69,64.44,17.68|715.98|b4260572	1db4d873a302c443	19	965	16.00,247.92,137.70,30.60|270.91|e18735ab	147.28,701.69,64.44,17.68|715.98|b4260572	c84dc4bc223d500c	23	978	16.00,247.92,137.70,30.60|270.91|e18735ab	147.28,583.20,64.44,23.80|600.55|b4260572	96b0bcd230de3dbf
320	HISTORICAL_AND_CURRENT_SOURCE	20	1068	16.00,247.92,137.70,30.60|270.91|0f2a0745	147.28,259.58,64.44,17.68|273.87|b4260572	5819728f32445efc	20	1067	16.00,247.92,137.70,30.60|270.91|0f2a0745	147.28,259.58,64.44,17.68|273.87|b4260572	f6afbce4c19e6430	24	1078	16.00,247.92,137.70,30.60|270.91|0f2a0745	147.28,107.20,64.44,23.80|124.55|b4260572	f592542c2cbc5f42
321	HISTORICAL_AND_CURRENT_SOURCE	36	1733	16.00,247.92,137.70,30.60|270.91|b79d50b5	147.28,330.32,64.44,17.68|344.61|b4260572	29d56350f23f5617	36	1729	16.00,247.92,137.70,30.60|270.91|b79d50b5	147.28,330.32,64.44,17.68|344.61|b4260572	f3003deeac784b40	42	1759	16.00,247.92,137.70,30.60|270.91|b79d50b5	147.28,83.40,64.44,23.80|100.75|b4260572	7fdc2318545fef20
322	HISTORICAL_AND_CURRENT_SOURCE	17	911	16.00,247.92,198.90,30.60|270.91|46158a17	147.28,684.00,64.44,17.68|698.29|b4260572	448a7f08802d826d	17	911	16.00,247.92,198.90,30.60|270.91|46158a17	147.28,613.26,64.44,17.68|627.56|b4260572	b3d931d0373fb186	21	922	16.00,247.92,198.90,30.60|270.91|46158a17	147.28,250.00,64.44,23.80|267.35|b4260572	b2d609b5a4e3b8e9
323	HISTORICAL_AND_CURRENT_SOURCE	14	767	16.00,247.92,107.10,30.60|270.91|b49131a1	147.28,259.58,64.44,17.68|273.87|b4260572	03c591493b125437	14	767	16.00,247.92,107.10,30.60|270.91|b49131a1	147.28,259.58,64.44,17.68|273.87|b4260572	4120e354b9333861	17	773	16.00,247.92,107.10,30.60|270.91|b49131a1	147.28,464.20,64.44,23.80|481.55|b4260572	24a007a9c18355b3
324	HISTORICAL_AND_CURRENT_SOURCE	12	682	16.00,247.92,76.50,30.60|270.91|9a3dd8a4	147.28,312.63,64.44,17.68|326.92|b4260572	9fd0fc62b584580e	12	682	16.00,247.92,76.50,30.60|270.91|9a3dd8a4	147.28,312.63,64.44,17.68|326.92|b4260572	51b187945ad88792	15	686	16.00,247.92,76.50,30.60|270.91|9a3dd8a4	147.28,369.00,64.44,23.80|386.35|b4260572	b3d1047e0fa743ea
325	UNCHANGED	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	b12b1f0c72722933	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	b12b1f0c72722933	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	b12b1f0c72722933
326	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
327	CURRENT_SOURCE_ONLY	3	14	141.70,29.85,17.69,23.21|47.80|6bc42385	174.19,543.80,41.61,19.12|558.80|8c78052a	e689d6dbb94c33c4	3	14	141.70,29.85,17.69,23.21|47.80|6bc42385	174.19,543.80,41.61,19.12|558.80|8c78052a	e689d6dbb94c33c4	3	14	140.46,29.85,18.19,24.99|48.77|6bc42385	175.19,543.80,39.62,21.42|560.02|8c78052a	4ad3f0de868dd2ef
328	CURRENT_SOURCE_ONLY	3	126	15.66,232.90,357.00,22.10|249.33|6800d992	34.00,241.90,80.27,17.68|256.19|4acebea5	418a47ffe76627fa	3	126	15.66,232.90,357.00,22.10|249.33|6800d992	34.00,241.90,80.27,17.68|256.19|4acebea5	418a47ffe76627fa	3	126	15.66,232.90,357.00,22.10|249.33|6800d992	34.00,630.80,80.27,23.80|648.15|4acebea5	1e7839e4f2cd9264
329	HISTORICAL_AND_CURRENT_SOURCE	7	304	16.00,247.92,183.60,30.60|270.91|d621f0d1	34.00,259.58,80.27,17.68|273.87|4acebea5	3846522f4bd93d95	7	304	16.00,247.92,183.60,30.60|270.91|d621f0d1	34.00,259.58,80.27,17.68|273.87|4acebea5	4147272cce3cbd08	8	312	16.00,247.92,183.60,30.60|270.91|d621f0d1	34.00,273.80,80.27,23.80|291.15|4acebea5	d4b4820f4a773aec
330	HISTORICAL_AND_CURRENT_SOURCE	11	440	16.00,247.92,214.20,30.60|270.91|a91f51ef	34.00,613.26,80.27,17.68|627.56|4acebea5	4dcbe1769a8afcc4	11	439	16.00,247.92,214.20,30.60|270.91|a91f51ef	34.00,595.58,80.27,17.68|609.87|4acebea5	6788350ef4b54aa2	13	448	16.00,247.92,214.20,30.60|270.91|a91f51ef	34.00,131.00,80.27,23.80|148.35|4acebea5	d40b18877b7e6a06
331	HISTORICAL_AND_CURRENT_SOURCE	10	373	16.00,247.92,137.70,30.60|270.91|6655cdff	34.00,489.47,80.27,17.68|503.77|4acebea5	29a01095ce48099a	10	373	16.00,247.92,137.70,30.60|270.91|6655cdff	34.00,489.47,80.27,17.68|503.77|4acebea5	0b1b4ccd3d65caa4	11	383	16.00,247.92,137.70,30.60|270.91|6655cdff	34.00,678.40,80.27,23.80|695.75|4acebea5	6971349130511565
332	HISTORICAL_AND_CURRENT_SOURCE	6	244	16.00,247.92,76.50,30.60|270.91|694943ed	34.00,542.53,80.27,17.68|556.82|4acebea5	b6d083095bbf08f5	6	244	16.00,247.92,76.50,30.60|270.91|694943ed	34.00,542.53,80.27,17.68|556.82|4acebea5	02037c3d571d8f70	7	253	16.00,247.92,76.50,30.60|270.91|694943ed	34.00,583.20,80.27,23.80|600.55|4acebea5	2cbd30f5042040ea
333	HISTORICAL_AND_CURRENT_SOURCE	8	301	16.00,247.92,168.30,30.60|270.91|59960cbf	34.00,294.95,80.27,17.68|309.24|4acebea5	c5cc0a66e52503bb	8	301	16.00,247.92,168.30,30.60|270.91|59960cbf	34.00,294.95,80.27,17.68|309.24|4acebea5	f358e9d33b0097b5	9	304	16.00,247.92,168.30,30.60|270.91|59960cbf	34.00,297.60,80.27,23.80|314.95|4acebea5	b948f2fd57a42095
334	HISTORICAL_AND_CURRENT_SOURCE	4	166	16.00,247.92,91.80,30.60|270.91|4762c74f	34.00,507.16,80.27,17.68|521.45|4acebea5	e90d905f7c54a6fb	4	166	16.00,247.92,91.80,30.60|270.91|4762c74f	34.00,507.16,80.27,17.68|521.45|4acebea5	4f7f42883f218ff5	5	168	16.00,247.92,91.80,30.60|270.91|4762c74f	34.00,250.00,80.27,23.80|267.35|4acebea5	acabd8325d79b038
335	UNCHANGED	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	3943724e82457429	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	3943724e82457429	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	3943724e82457429
336	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
337	CURRENT_SOURCE_ONLY	5	16	141.70,29.85,17.69,23.21|47.80|6bc42385	174.26,543.80,41.48,19.12|558.80|85c70b66	4a3a1eb775b8e7f5	5	16	141.70,29.85,17.69,23.21|47.80|6bc42385	174.26,543.80,41.48,19.12|558.80|85c70b66	4a3a1eb775b8e7f5	5	16	140.46,29.85,18.19,24.99|48.77|6bc42385	175.16,543.80,39.68,21.42|560.02|85c70b66	009a987ff6daf9f4
338	CURRENT_SOURCE_ONLY	4	203	15.66,232.90,357.00,22.10|249.33|6996ce55	108.70,348.00,246.84,17.68|362.29|602a363f	4c971085440140b0	4	203	15.66,232.90,357.00,22.10|249.33|6996ce55	108.70,348.00,246.84,17.68|362.29|602a363f	4c971085440140b0	5	203	15.66,232.90,357.00,22.10|249.33|6996ce55	108.70,297.60,246.84,23.80|314.95|602a363f	9145bf74324bbe14
339	HISTORICAL_AND_CURRENT_SOURCE	7	320	16.00,247.92,137.70,30.60|270.91|26cef976	108.70,294.95,246.84,17.68|309.24|602a363f	d9c039a4a9fe4432	7	319	16.00,247.92,137.70,30.60|270.91|26cef976	108.70,294.95,246.84,17.68|309.24|602a363f	a30e32ef54b162af	8	322	16.00,247.92,137.70,30.60|270.91|26cef976	108.70,535.60,246.84,23.80|552.95|602a363f	3dc8b436308d9af1
340	HISTORICAL_AND_CURRENT_SOURCE	15	635	16.00,247.92,214.20,30.60|270.91|615a7a26	108.70,542.53,246.84,17.68|556.82|602a363f	9d691b0f7acd5d8c	15	635	16.00,247.92,214.20,30.60|270.91|615a7a26	108.70,542.53,246.84,17.68|556.82|602a363f	2cf5e8f934d9b16f	17	649	16.00,247.92,214.20,30.60|270.91|615a7a26	108.70,511.80,246.84,23.80|529.15|602a363f	27632085e03adcd1
341	HISTORICAL_AND_CURRENT_SOURCE	13	536	16.00,247.92,137.70,30.60|270.91|752e0ab2	108.70,171.16,246.84,17.68|185.45|602a363f	bad722307e0eb2d2	13	536	16.00,247.92,137.70,30.60|270.91|752e0ab2	108.70,171.16,246.84,17.68|185.45|602a363f	7f59c9f9d56b08df	14	540	16.00,247.92,137.70,30.60|270.91|752e0ab2	108.70,749.80,246.84,23.80|767.15|602a363f	0bfd4350edd3274a
342	HISTORICAL_AND_CURRENT_SOURCE	7	313	16.00,247.92,168.30,30.60|270.91|60cbb2c1	108.70,383.37,246.84,17.68|397.66|602a363f	0e7d3c0f32ebe7e5	7	313	16.00,247.92,168.30,30.60|270.91|60cbb2c1	108.70,383.37,246.84,17.68|397.66|602a363f	e99f32ba46d6ceaa	8	317	16.00,247.92,168.30,30.60|270.91|60cbb2c1	108.70,583.20,246.84,23.80|600.55|602a363f	2b2b12f48c9cd508
343	UNCHANGED	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	5b1ee5ea15d65d60	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	5b1ee5ea15d65d60	1	9	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,293.61,25.50,28.49|316.62|c7cce240	5b1ee5ea15d65d60
344	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
345	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
346	CURRENT_SOURCE_ONLY	1	12	141.70,29.85,17.69,23.21|47.80|f171d5a5	175.44,639.13,39.12,19.12|654.14|260fbd8e	d22c6f6516ec68e0	1	12	141.70,29.85,17.69,23.21|47.80|f171d5a5	175.44,639.13,39.12,19.12|654.14|260fbd8e	d22c6f6516ec68e0	1	12	140.46,29.85,18.19,24.99|48.77|f171d5a5	176.68,640.92,36.65,21.42|657.14|260fbd8e	520ad89ae839dda9
347	HISTORICAL_AND_CURRENT_SOURCE	5	202	16.00,247.92,30.60,30.60|270.91|d9dc1d2f	34.00,65.05,209.63,17.68|79.35|d46284d0	1bf8c380e4e81902	5	202	16.00,247.92,30.60,30.60|270.91|d9dc1d2f	34.00,65.05,209.63,17.68|79.35|d46284d0	e18ca823139c39ef	5	202	16.00,247.92,30.60,30.60|270.91|d9dc1d2f	34.00,654.60,209.63,23.80|671.95|d46284d0	87588b100232ccbd
348	HISTORICAL_AND_CURRENT_SOURCE	8	320	16.00,247.92,107.10,30.60|270.91|3fa81697	34.00,508.49,209.63,17.68|522.78|d46284d0	89ab540ce07974a6	8	320	16.00,247.92,107.10,30.60|270.91|3fa81697	34.00,508.49,209.63,17.68|522.78|d46284d0	8dca98bc2b2232a1	9	329	16.00,247.92,107.10,30.60|270.91|3fa81697	34.00,726.00,209.63,23.80|743.35|d46284d0	b870799fd6c275fe
349	HISTORICAL_AND_CURRENT_SOURCE	11	437	16.00,247.92,229.50,30.60|270.91|a75bcb9a	34.00,349.33,209.63,17.68|363.63|d46284d0	d8ea7b3d7ca10603	11	437	16.00,247.92,229.50,30.60|270.91|a75bcb9a	34.00,349.33,209.63,17.68|363.63|d46284d0	41563da2bf6a95b1	12	444	16.00,247.92,229.50,30.60|270.91|a75bcb9a	34.00,630.80,209.63,23.80|648.15|d46284d0	18df05ed811782ad
350	HISTORICAL_AND_CURRENT_SOURCE	16	616	16.00,247.92,198.90,30.60|270.91|c338eb0a	34.00,669.65,209.63,17.68|683.94|d46284d0	f1fe992842396066	16	616	16.00,247.92,198.90,30.60|270.91|c338eb0a	34.00,669.65,209.63,17.68|683.94|d46284d0	667646f910ced23a	18	627	16.00,247.92,198.90,30.60|270.91|c338eb0a	34.00,583.20,209.63,23.80|600.55|d46284d0	df9a40d6e63ddb4f
351	HISTORICAL_AND_CURRENT_SOURCE	7	295	16.00,247.92,76.50,30.60|270.91|914b2985	34.00,758.07,209.63,17.68|772.36|d46284d0	bb690eecd3451a58	7	295	16.00,247.92,76.50,30.60|270.91|914b2985	34.00,758.07,209.63,17.68|772.36|d46284d0	f5b1b88aa768c91b	9	301	16.00,247.92,76.50,30.60|270.91|914b2985	34.00,35.80,209.63,23.80|53.15|d46284d0	221a3571d16acaf8
352	HISTORICAL_AND_CURRENT_SOURCE	5	220	16.00,247.92,107.10,30.60|270.91|eaa6f246	34.00,580.56,209.63,17.68|594.85|d46284d0	57c7cf01b3cddfe8	5	220	16.00,247.92,107.10,30.60|270.91|eaa6f246	34.00,580.56,209.63,17.68|594.85|d46284d0	454608457c240777	6	223	16.00,247.92,107.10,30.60|270.91|eaa6f246	34.00,488.00,209.63,23.80|505.35|d46284d0	5b49e91500d3cb24
353	UNCHANGED	1	11	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,314.01,25.50,28.49|337.02|c7cce240	e1b27c8287c9feda	1	11	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,314.01,25.50,28.49|337.02|c7cce240	e1b27c8287c9feda	1	11	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,314.01,25.50,28.49|337.02|c7cce240	e1b27c8287c9feda
354	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
355	CURRENT_SOURCE_ONLY	8	19	141.70,29.85,17.69,23.21|47.80|3399a0e6	174.10,543.80,41.79,19.12|558.80|f1070fb5	7a4a08dc7e033f51	8	19	141.70,29.85,17.69,23.21|47.80|3399a0e6	174.10,543.80,41.79,19.12|558.80|f1070fb5	7a4a08dc7e033f51	8	19	140.46,29.85,18.19,24.99|48.77|3399a0e6	175.14,543.80,39.72,21.42|560.02|f1070fb5	b83b2a4507740a11
356	HISTORICAL_AND_CURRENT_SOURCE	6	267	16.00,247.92,30.60,30.60|270.91|d9dc1d2f	34.00,560.21,96.58,17.68|574.50|a0dfb76c	d36f72365d59274f	6	267	16.00,247.92,30.60,30.60|270.91|d9dc1d2f	34.00,560.21,96.58,17.68|574.50|a0dfb76c	aa3db6f5783b7ab7	7	268	16.00,247.92,30.60,30.60|270.91|d9dc1d2f	34.00,583.20,96.58,23.80|600.55|a0dfb76c	8eb82c263dc763d7
357	HISTORICAL_AND_CURRENT_SOURCE	14	591	16.00,247.92,137.70,30.60|270.91|11b94614	34.00,737.05,96.58,17.68|751.35|a0dfb76c	5ddc582be4560b35	14	590	16.00,247.92,137.70,30.60|270.91|11b94614	34.00,737.05,96.58,17.68|751.35|a0dfb76c	5f2dc732fde13e9a	16	596	16.00,247.92,137.70,30.60|270.91|11b94614	34.00,702.20,96.58,23.80|719.55|a0dfb76c	4a79eafaac65bf01
358	HISTORICAL_AND_CURRENT_SOURCE	16	635	16.00,247.92,137.70,30.60|270.91|00ee8943	34.00,259.58,96.58,17.68|273.87|a0dfb76c	939b39e219da487c	16	634	16.00,247.92,137.70,30.60|270.91|00ee8943	34.00,224.21,96.58,17.68|238.50|a0dfb76c	fc984ba08f397821	18	645	16.00,247.92,137.70,30.60|270.91|00ee8943	34.00,273.80,96.58,23.80|291.15|a0dfb76c	54ab8f27feb4bf67
359	HISTORICAL_AND_CURRENT_SOURCE	8	316	16.00,247.92,137.70,30.60|270.91|dd3c8c85	34.00,12.00,96.58,17.68|26.29|a0dfb76c	f33385633cdf8d7b	8	316	16.00,247.92,137.70,30.60|270.91|dd3c8c85	34.00,12.00,96.58,17.68|26.29|a0dfb76c	f24a82547e03880b	9	317	16.00,247.92,137.70,30.60|270.91|dd3c8c85	34.00,154.80,96.58,23.80|172.15|a0dfb76c	9044f089cf5adcb5
360	HISTORICAL_AND_CURRENT_SOURCE	14	615	16.00,247.92,122.40,30.60|270.91|029e969b	34.00,684.00,96.58,17.68|698.29|a0dfb76c	90d9c2775d60cb6a	14	613	16.00,247.92,122.40,30.60|270.91|029e969b	34.00,666.32,96.58,17.68|680.61|a0dfb76c	93c9e446e8247379	16	630	16.00,247.92,122.40,30.60|270.91|029e969b	34.00,678.40,96.58,23.80|695.75|a0dfb76c	3c28acc8a3e81a44
361	HISTORICAL_AND_CURRENT_SOURCE	19	720	16.00,247.92,153.00,30.60|270.91|6b415555	34.00,12.00,96.58,17.68|26.29|a0dfb76c	eaf64bfa984855de	19	720	16.00,247.92,153.00,30.60|270.91|6b415555	34.00,12.00,96.58,17.68|26.29|a0dfb76c	a8564c0f5a2b4a42	21	736	16.00,247.92,153.00,30.60|270.91|6b415555	34.00,250.00,96.58,23.80|267.35|a0dfb76c	597be1707148b488
362	HISTORICAL_AND_CURRENT_SOURCE	12	463	16.00,247.92,107.10,30.60|270.91|dfd45134	34.00,188.84,96.58,17.68|203.14|a0dfb76c	a23dd3bddbb96a01	12	463	16.00,247.92,107.10,30.60|270.91|dfd45134	34.00,188.84,96.58,17.68|203.14|a0dfb76c	bbe5f62c10047379	13	472	16.00,247.92,107.10,30.60|270.91|dfd45134	34.00,726.00,96.58,23.80|743.35|a0dfb76c	402e0fe611452a10
363	HISTORICAL_AND_CURRENT_SOURCE	14	574	16.00,247.92,137.70,30.60|270.91|d20d115e	34.00,135.79,96.58,17.68|150.08|a0dfb76c	bc1076f9cc3ce964	14	573	16.00,247.92,137.70,30.60|270.91|d20d115e	34.00,135.79,96.58,17.68|150.08|a0dfb76c	f3df1dc8699d9c35	16	585	16.00,247.92,137.70,30.60|270.91|d20d115e	34.00,131.00,96.58,23.80|148.35|a0dfb76c	ed6d5a31d3f4edd6
364	HISTORICAL_AND_CURRENT_SOURCE	6	267	16.00,247.92,168.30,30.60|270.91|8151d89d	34.00,135.79,96.58,17.68|150.08|a0dfb76c	ac770a1e6d52380b	6	266	16.00,247.92,168.30,30.60|270.91|8151d89d	34.00,135.79,96.58,17.68|150.08|a0dfb76c	c8f07a2c275a49c0	7	270	16.00,247.92,168.30,30.60|270.91|8151d89d	34.00,178.60,96.58,23.80|195.95|a0dfb76c	8a8b6afbaed1e993
365	UNCHANGED	1	10	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,285.53,25.50,28.49|308.54|c7cce240	ab61d6cf2d17ad7b	1	10	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,285.53,25.50,28.49|308.54|c7cce240	ab61d6cf2d17ad7b	1	10	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,285.53,25.50,28.49|308.54|c7cce240	ab61d6cf2d17ad7b
366	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
367	CURRENT_SOURCE_ONLY	1	10	152.81,29.85,17.69,23.21|47.80|c16667ca	175.44,639.13,39.12,19.12|654.14|260fbd8e	28003bc748b6f696	1	10	152.81,29.85,17.69,23.21|47.80|c16667ca	175.44,639.13,39.12,19.12|654.14|260fbd8e	28003bc748b6f696	1	10	151.82,29.85,18.19,24.99|48.77|c16667ca	176.68,640.92,36.65,21.42|657.14|260fbd8e	a9af0c18eb3f0b64
368	UNCHANGED	1	10	15.66,232.90,357.00,22.10|249.33|f8b6920a	15.66,448.80,68.00,22.10|465.23|0e1cb641	2ec1e7ec6219ec85	1	10	15.66,232.90,357.00,22.10|249.33|f8b6920a	15.66,448.80,68.00,22.10|465.23|0e1cb641	2ec1e7ec6219ec85	1	10	15.66,232.90,357.00,22.10|249.33|f8b6920a	15.66,448.80,68.00,22.10|465.23|0e1cb641	2ec1e7ec6219ec85
369	HISTORICAL_AND_CURRENT_SOURCE	10	425	16.00,247.92,137.70,30.60|270.91|d5c1231b	213.70,12.00,72.43,17.68|26.29|9e965790	55ee2e14831b814f	10	425	16.00,247.92,137.70,30.60|270.91|d5c1231b	213.70,12.00,72.43,17.68|26.29|9e965790	75f7f78ab24b4b5d	11	428	16.00,247.92,137.70,30.60|270.91|d5c1231b	213.70,654.60,72.43,23.80|671.95|9e965790	3cf40e88c6f84086
