spine	classification	golden_pages	golden_fragments	golden_first	golden_last	golden_sha	historical_pages	historical_fragments	historical_first	historical_last	historical_sha	current_pages	current_fragments	current_first	current_last	current_sha
124	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|9bc56859	103.20,213.43,183.60,33.28|237.95|c559fc02	a0f8f95016346537	1	5	143.36,146.87,103.28,33.28|171.52|9bc56859	103.20,213.43,183.60,33.28|237.95|c559fc02	a0f8f95016346537	1	5	143.36,146.87,103.28,33.28|171.52|9bc56859	103.20,213.43,183.60,33.28|237.95|c559fc02	a0f8f95016346537
125	HISTORICAL_AND_CURRENT_SOURCE	19	644	19.25,257.49,337.49,22.10|274.59|8b1774c6	37.66,454.00,193.80,22.10|470.50|fd1bdfb5	42ba66f14d7cbbfc	19	640	19.25,257.49,337.49,22.10|274.59|8b1774c6	37.66,409.80,193.80,22.10|426.30|fd1bdfb5	3246e2d0aaaafd10	21	655	19.25,257.49,346.46,23.80|275.51|8b1774c6	37.66,122.50,193.80,22.10|139.00|fd1bdfb5	684832789efa7a21
126	UNCHANGED	1	13	143.36,146.87,103.28,33.28|171.52|cb937cd1	37.66,424.40,196.29,22.10|440.90|dc311311	a013478917740ab4	1	13	143.36,146.87,103.28,33.28|171.52|cb937cd1	37.66,424.40,196.29,22.10|440.90|dc311311	a013478917740ab4	1	13	143.36,146.87,103.28,33.28|171.52|cb937cd1	37.66,424.40,196.29,22.10|440.90|dc311311	a013478917740ab4
127	HISTORICAL_AND_CURRENT_SOURCE	13	455	19.25,257.49,337.25,22.10|274.59|32dbdd93	37.66,608.70,32.30,22.10|625.20|59b7127a	9a883e7eb4687a61	13	455	19.25,257.49,337.25,22.10|274.59|32dbdd93	37.66,608.70,32.30,22.10|625.20|59b7127a	03f184dca076053a	14	457	19.25,257.49,346.46,23.80|275.51|32dbdd93	37.66,454.00,32.30,22.10|470.50|59b7127a	182bb8ac47eab241
128	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|c10538e4	103.20,213.43,183.60,33.28|237.95|3adfc638	c563850435d01ee5	1	5	143.36,146.87,103.28,33.28|171.52|c10538e4	103.20,213.43,183.60,33.28|237.95|3adfc638	c563850435d01ee5	1	5	143.36,146.87,103.28,33.28|171.52|c10538e4	103.20,213.43,183.60,33.28|237.95|3adfc638	c563850435d01ee5
129	HISTORICAL_AND_CURRENT_SOURCE	9	295	19.25,257.49,320.40,22.10|274.59|2a588886	37.66,476.10,161.50,22.10|492.60|77499cd3	cbe6fa00d43d9050	9	293	19.25,257.49,350.09,22.10|274.59|951b0d05	37.66,431.90,161.50,22.10|448.40|77499cd3	ed269edc881589bd	10	301	19.25,257.49,329.14,23.80|275.51|2a588886	37.66,233.00,161.50,22.10|249.50|77499cd3	9ff0fe657135e417
130	UNCHANGED	1	5	153.69,146.87,82.62,33.28|171.52|ffe091f8	103.20,213.43,183.60,33.28|237.95|c80a7546	681b10124986eff9	1	5	153.69,146.87,82.62,33.28|171.52|ffe091f8	103.20,213.43,183.60,33.28|237.95|c80a7546	681b10124986eff9	1	5	153.69,146.87,82.62,33.28|171.52|ffe091f8	103.20,213.43,183.60,33.28|237.95|c80a7546	681b10124986eff9
131	HISTORICAL_AND_CURRENT_SOURCE	13	424	19.25,257.49,320.64,22.10|274.59|0f1a120f	37.66,210.90,258.40,22.10|227.40|adccca2d	6306a46ac95d30e0	13	423	19.25,257.49,350.32,22.10|274.59|982e322c	37.66,210.90,258.40,22.10|227.40|adccca2d	971042cf9528ce5c	14	430	19.25,257.49,329.14,23.80|275.51|0f1a120f	37.66,166.70,258.40,22.10|183.20|adccca2d	73ab52e648cbd302
132	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
133	UNCHANGED	1	18	143.36,146.87,103.28,33.28|171.52|1e6cb6d5	37.66,557.00,145.35,22.10|573.50|037cfc3d	d06925e0145752fc	1	18	143.36,146.87,103.28,33.28|171.52|1e6cb6d5	37.66,557.00,145.35,22.10|573.50|037cfc3d	d06925e0145752fc	1	18	143.36,146.87,103.28,33.28|171.52|1e6cb6d5	37.66,557.00,145.35,22.10|573.50|037cfc3d	d06925e0145752fc
134	HISTORICAL_AND_CURRENT_SOURCE	12	395	19.25,257.49,349.11,22.10|274.59|a819ac28	37.66,233.00,161.50,22.10|249.50|cf7d3321	70fc80d7d96993bd	12	394	19.25,257.49,349.11,22.10|274.59|a819ac28	37.66,188.80,161.50,22.10|205.30|cf7d3321	da2b53d41518c9fe	13	406	19.25,257.49,340.76,23.80|275.51|730a8e17	37.66,277.20,161.50,22.10|293.70|cf7d3321	a262c95e3a0817de
135	UNCHANGED	1	12	143.36,146.87,103.28,33.28|171.52|a3a2b123	37.66,446.50,274.55,22.10|463.00|04e58d82	cbc94ad5757f58ea	1	12	143.36,146.87,103.28,33.28|171.52|a3a2b123	37.66,446.50,274.55,22.10|463.00|04e58d82	cbc94ad5757f58ea	1	12	143.36,146.87,103.28,33.28|171.52|a3a2b123	37.66,446.50,274.55,22.10|463.00|04e58d82	cbc94ad5757f58ea
136	HISTORICAL_AND_CURRENT_SOURCE	23	786	19.25,257.49,348.88,22.10|274.59|d7d8e715	37.66,365.60,32.30,22.10|382.10|af1aef19	9f1e9c70a4f474ad	23	785	19.25,257.49,348.88,22.10|274.59|d7d8e715	37.66,343.50,32.30,22.10|360.00|af1aef19	8727c2d96bbc5400	25	801	19.25,257.49,340.76,23.80|275.51|ae15f326	37.66,78.30,32.30,22.10|94.80|af1aef19	8308e2bdb8b69e47
137	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|2ff2fca6	103.20,213.43,183.60,33.28|237.95|8455c64f	2d61e84a265b32f3	1	5	143.36,146.87,103.28,33.28|171.52|2ff2fca6	103.20,213.43,183.60,33.28|237.95|8455c64f	2d61e84a265b32f3	1	5	143.36,146.87,103.28,33.28|171.52|2ff2fca6	103.20,213.43,183.60,33.28|237.95|8455c64f	2d61e84a265b32f3
138	HISTORICAL_AND_CURRENT_SOURCE	22	786	19.25,257.49,349.11,22.10|274.59|b432c0cf	37.66,520.30,193.80,22.10|536.80|e4bb3043	a948a8f22474ce5f	22	784	19.25,257.49,349.11,22.10|274.59|b432c0cf	37.66,498.20,193.80,22.10|514.70|e4bb3043	b63102929be3254a	24	806	19.25,257.49,340.76,23.80|275.51|1adab91e	37.66,343.50,193.80,22.10|360.00|e4bb3043	dec130159949a3df
139	UNCHANGED	1	8	143.36,146.87,103.28,33.28|171.52|b831c1a3	37.66,358.10,242.25,22.10|374.60|9d14e1f3	05d43cf7c46979d9	1	8	143.36,146.87,103.28,33.28|171.52|b831c1a3	37.66,358.10,242.25,22.10|374.60|9d14e1f3	05d43cf7c46979d9	1	8	143.36,146.87,103.28,33.28|171.52|b831c1a3	37.66,358.10,242.25,22.10|374.60|9d14e1f3	05d43cf7c46979d9
140	HISTORICAL_AND_CURRENT_SOURCE	21	709	19.25,257.49,337.49,22.10|274.59|97f71e6d	37.66,56.20,32.30,22.10|72.70|9d3a355c	56ad39a80814d5a6	21	704	19.25,257.49,337.49,22.10|274.59|97f71e6d	37.66,12.00,32.30,22.10|28.50|9d3a355c	1c8f1163fb109d44	22	714	19.25,257.49,346.46,23.80|275.51|97f71e6d	37.66,188.80,32.30,22.10|205.30|9d3a355c	2b9b8cc7167f6cc1
141	UNCHANGED	1	9	143.36,146.87,103.28,33.28|171.52|ac36dd8b	37.66,358.10,64.60,22.10|374.60|7f6d75d4	44a2032f95cd682d	1	9	143.36,146.87,103.28,33.28|171.52|ac36dd8b	37.66,358.10,64.60,22.10|374.60|7f6d75d4	44a2032f95cd682d	1	9	143.36,146.87,103.28,33.28|171.52|ac36dd8b	37.66,358.10,64.60,22.10|374.60|7f6d75d4	44a2032f95cd682d
142	HISTORICAL_AND_CURRENT_SOURCE	12	425	19.25,257.49,337.95,22.10|274.59|41302f36	37.66,763.40,290.70,22.10|779.90|314da22b	38603548d0556cc9	12	421	19.25,257.49,333.70,22.10|274.59|41302f36	37.66,675.00,290.70,22.10|691.50|314da22b	01624896dc78040e	13	424	19.25,257.49,342.21,23.80|275.51|41302f36	37.66,564.50,290.70,22.10|581.00|314da22b	d9f06a79dc6e347e
143	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|bc0a6d03	103.20,213.43,183.60,33.28|237.95|d99d2fe0	04a3df8987c3b3f9	1	5	143.36,146.87,103.28,33.28|171.52|bc0a6d03	103.20,213.43,183.60,33.28|237.95|d99d2fe0	04a3df8987c3b3f9	1	5	143.36,146.87,103.28,33.28|171.52|bc0a6d03	103.20,213.43,183.60,33.28|237.95|d99d2fe0	04a3df8987c3b3f9
144	HISTORICAL_AND_CURRENT_SOURCE	9	299	19.25,257.49,332.26,22.10|274.59|7d4cf1cc	37.66,719.10,226.10,22.10|735.60|290bf7b0	eb9c997441b77886	9	298	19.25,257.49,332.26,22.10|274.59|7d4cf1cc	37.66,697.00,226.10,22.10|713.50|290bf7b0	63328cca71f2e625	10	305	19.25,257.49,340.76,23.80|275.51|7d4cf1cc	37.66,454.00,226.10,22.10|470.50|290bf7b0	b763214b75397c82
145	UNCHANGED	1	10	143.36,146.87,103.28,33.28|171.52|ee54818e	37.66,402.30,274.55,22.10|418.80|e4eec38d	f6774de9cf91d140	1	10	143.36,146.87,103.28,33.28|171.52|ee54818e	37.66,402.30,274.55,22.10|418.80|e4eec38d	f6774de9cf91d140	1	10	143.36,146.87,103.28,33.28|171.52|ee54818e	37.66,402.30,274.55,22.10|418.80|e4eec38d	f6774de9cf91d140
146	HISTORICAL_AND_CURRENT_SOURCE	15	486	19.25,257.49,320.64,22.10|274.59|0fef24a8	37.66,299.20,209.95,22.10|315.70|30510f82	dc4e93ac1238eed7	15	482	19.25,257.49,350.32,22.10|274.59|42a767f7	37.66,188.80,209.95,22.10|205.30|30510f82	596943934fc67a00	16	495	19.25,257.49,329.14,23.80|275.51|0fef24a8	37.66,372.30,209.95,22.10|388.80|30510f82	e893efb135a43d00
147	UNCHANGED	1	7	143.36,146.87,103.28,33.28|171.52|632edbb2	37.66,313.90,306.85,22.10|330.40|b826f343	e57dcb4b11fa6453	1	7	143.36,146.87,103.28,33.28|171.52|632edbb2	37.66,313.90,306.85,22.10|330.40|b826f343	e57dcb4b11fa6453	1	7	143.36,146.87,103.28,33.28|171.52|632edbb2	37.66,313.90,306.85,22.10|330.40|b826f343	e57dcb4b11fa6453
148	HISTORICAL_AND_CURRENT_SOURCE	13	431	19.25,257.49,337.49,22.10|274.59|07b6518a	37.66,520.30,145.35,22.10|536.80|8eaef8ea	493f2ec9915ea6fb	13	431	19.25,257.49,333.24,22.10|274.59|07b6518a	37.66,520.30,145.35,22.10|536.80|8eaef8ea	d5710947f6256c64	14	433	19.25,257.49,342.21,23.80|275.51|07b6518a	37.66,343.50,145.35,22.10|360.00|8eaef8ea	1b9d1bd6d3fa0084
149	UNCHANGED	1	7	143.36,146.87,103.28,33.28|171.52|49ac4c47	37.66,313.90,177.65,22.10|330.40|f64c5b0c	a86f19f09bd594ff	1	7	143.36,146.87,103.28,33.28|171.52|49ac4c47	37.66,313.90,177.65,22.10|330.40|f64c5b0c	a86f19f09bd594ff	1	7	143.36,146.87,103.28,33.28|171.52|49ac4c47	37.66,313.90,177.65,22.10|330.40|f64c5b0c	a86f19f09bd594ff
150	HISTORICAL_AND_CURRENT_SOURCE	12	411	19.25,257.49,320.64,22.10|274.59|30e11dd1	37.66,675.00,306.85,22.10|691.50|c1276ed8	4ff359f94dfd6c0f	12	409	19.25,257.49,350.32,22.10|274.59|2d8f6a31	37.66,630.80,306.85,22.10|647.30|c1276ed8	7d18350bc66a0f73	13	424	19.25,257.49,329.14,23.80|275.51|30e11dd1	37.66,675.00,306.85,22.10|691.50|c1276ed8	571d6a729a26aee2
151	UNCHANGED	1	5	153.69,146.87,82.62,33.28|171.52|4bc9670f	103.20,213.43,183.60,33.28|237.95|ae1ec9c4	217628754ba42aba	1	5	153.69,146.87,82.62,33.28|171.52|4bc9670f	103.20,213.43,183.60,33.28|237.95|ae1ec9c4	217628754ba42aba	1	5	153.69,146.87,82.62,33.28|171.52|4bc9670f	103.20,213.43,183.60,33.28|237.95|ae1ec9c4	217628754ba42aba
152	HISTORICAL_AND_CURRENT_SOURCE	14	466	19.25,257.49,337.25,22.10|274.59|44fd58ee	37.66,454.00,258.40,22.10|470.50|559a9044	2fa663161b453cdf	14	464	19.25,257.49,337.25,22.10|274.59|44fd58ee	37.66,431.90,258.40,22.10|448.40|559a9044	e6a93a72103514b7	15	469	19.25,257.49,346.46,23.80|275.51|44fd58ee	37.66,210.90,258.40,22.10|227.40|559a9044	f96d942e41170133
153	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|0e2d5ba4	103.20,213.43,183.60,33.28|237.95|1c0111df	a22438023c122bb7	1	5	143.36,146.87,103.28,33.28|171.52|0e2d5ba4	103.20,213.43,183.60,33.28|237.95|1c0111df	a22438023c122bb7	1	5	143.36,146.87,103.28,33.28|171.52|0e2d5ba4	103.20,213.43,183.60,33.28|237.95|1c0111df	a22438023c122bb7
154	HISTORICAL_AND_CURRENT_SOURCE	16	574	19.25,257.49,337.49,22.10|274.59|1cd826ad	37.66,719.20,209.95,22.10|735.70|0a88d35b	1b68e397c7b0a813	16	574	19.25,257.49,337.49,22.10|274.59|1cd826ad	37.66,697.10,209.95,22.10|713.60|0a88d35b	64b1ec0f590bf686	18	586	19.25,257.49,346.46,23.80|275.51|1cd826ad	37.66,56.20,209.95,22.10|72.70|0a88d35b	f64c3791e6ecfabe
155	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|93ea7be8	103.20,213.43,183.60,33.28|237.95|f0bc1210	20cbf3120b312833	1	5	143.36,146.87,103.28,33.28|171.52|93ea7be8	103.20,213.43,183.60,33.28|237.95|f0bc1210	20cbf3120b312833	1	5	143.36,146.87,103.28,33.28|171.52|93ea7be8	103.20,213.43,183.60,33.28|237.95|f0bc1210	20cbf3120b312833
156	HISTORICAL_AND_CURRENT_SOURCE	14	471	19.25,257.49,337.72,22.10|274.59|c2711e21	37.66,100.40,32.30,22.10|116.90|002c2b82	3dc67e8b752dcb26	14	470	19.25,257.49,333.47,22.10|274.59|c2711e21	37.66,78.30,32.30,22.10|94.80|002c2b82	f85b16fa09c1c14c	15	478	19.25,257.49,342.21,23.80|275.51|c2711e21	37.66,56.20,32.30,22.10|72.70|002c2b82	fa5f3a04bb430c8f
157	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|1848e39e	103.20,213.43,183.60,33.28|237.95|8cdac459	899fb820946165d0	1	5	143.36,146.87,103.28,33.28|171.52|1848e39e	103.20,213.43,183.60,33.28|237.95|8cdac459	899fb820946165d0	1	5	143.36,146.87,103.28,33.28|171.52|1848e39e	103.20,213.43,183.60,33.28|237.95|8cdac459	899fb820946165d0
158	HISTORICAL_AND_CURRENT_SOURCE	15	509	19.25,257.49,337.49,22.10|274.59|393e9549	37.66,144.60,290.70,22.10|161.10|e045fa3d	0ea69acd8767bf6a	14	505	19.25,257.49,333.24,22.10|274.59|393e9549	37.66,807.60,290.70,22.10|824.10|e045fa3d	ffab078cb53f928b	16	520	19.25,257.49,342.21,23.80|275.51|393e9549	37.66,210.90,290.70,22.10|227.40|e045fa3d	d1cfc35272c90c81
159	UNCHANGED	1	9	143.36,146.87,103.28,33.28|171.52|5e0cf506	37.66,358.10,32.30,22.10|374.60|f384b6b9	6c57a9f597f6d7d5	1	9	143.36,146.87,103.28,33.28|171.52|5e0cf506	37.66,358.10,32.30,22.10|374.60|f384b6b9	6c57a9f597f6d7d5	1	9	143.36,146.87,103.28,33.28|171.52|5e0cf506	37.66,358.10,32.30,22.10|374.60|f384b6b9	6c57a9f597f6d7d5
160	HISTORICAL_AND_CURRENT_SOURCE	20	690	19.25,257.49,337.49,22.10|274.59|f81e3080	37.66,233.00,32.30,22.10|249.50|b0f34f59	728fc2411bba512a	20	688	19.25,257.49,337.49,22.10|274.59|f81e3080	37.66,166.70,32.30,22.10|183.20|b0f34f59	c01dd23be6fd2feb	21	702	19.25,257.49,346.46,23.80|275.51|f81e3080	37.66,719.20,32.30,22.10|735.70|b0f34f59	e71ea2afb8f4420e
161	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|be8ea875	103.20,213.43,183.60,33.28|237.95|3fd3e716	7e5bdfa702a04617	1	5	143.36,146.87,103.28,33.28|171.52|be8ea875	103.20,213.43,183.60,33.28|237.95|3fd3e716	7e5bdfa702a04617	1	5	143.36,146.87,103.28,33.28|171.52|be8ea875	103.20,213.43,183.60,33.28|237.95|3fd3e716	7e5bdfa702a04617
162	HISTORICAL_AND_CURRENT_SOURCE	18	606	19.25,257.49,337.25,22.10|274.59|52a4c103	37.66,34.10,290.70,22.10|50.60|2d06455f	072f94009497110f	18	605	19.25,257.49,337.25,22.10|274.59|52a4c103	37.66,12.00,290.70,22.10|28.50|2d06455f	2bc545b6b0ec2365	19	611	19.25,257.49,346.46,23.80|275.51|52a4c103	37.66,122.50,290.70,22.10|139.00|2d06455f	c5ef4f4f8e59734e
163	UNCHANGED	1	7	143.36,146.87,103.28,33.28|171.52|710ba4f9	37.66,336.00,177.65,22.10|352.50|448e7c05	9a4a65b95745890b	1	7	143.36,146.87,103.28,33.28|171.52|710ba4f9	37.66,336.00,177.65,22.10|352.50|448e7c05	9a4a65b95745890b	1	7	143.36,146.87,103.28,33.28|171.52|710ba4f9	37.66,336.00,177.65,22.10|352.50|448e7c05	9a4a65b95745890b
164	HISTORICAL_AND_CURRENT_SOURCE	20	623	19.25,257.49,337.25,22.10|274.59|efb78653	37.66,34.10,145.35,22.10|50.60|5048e1a7	977614b644e873e2	20	623	19.25,257.49,337.25,22.10|274.59|efb78653	37.66,34.10,145.35,22.10|50.60|5048e1a7	7fba049129db6811	20	629	19.25,257.49,346.46,23.80|275.51|efb78653	37.66,807.60,145.35,22.10|824.10|5048e1a7	75bb16750f4de79b
165	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|da1ed2db	103.20,213.43,183.60,33.28|237.95|3decebc4	920feaa5eaaa4561	1	5	143.36,146.87,103.28,33.28|171.52|da1ed2db	103.20,213.43,183.60,33.28|237.95|3decebc4	920feaa5eaaa4561	1	5	143.36,146.87,103.28,33.28|171.52|da1ed2db	103.20,213.43,183.60,33.28|237.95|3decebc4	920feaa5eaaa4561
166	HISTORICAL_AND_CURRENT_SOURCE	19	658	19.25,257.49,337.49,22.10|274.59|938ee02d	37.66,476.10,226.10,22.10|492.60|d0dc9796	1d3887adc89fbd1c	19	653	19.25,257.49,333.24,22.10|274.59|938ee02d	37.66,409.80,226.10,22.10|426.30|d0dc9796	8fe95ae913aa2d6b	20	667	19.25,257.49,342.21,23.80|275.51|938ee02d	37.66,763.40,226.10,22.10|779.90|d0dc9796	42d08ed2cf8a9483
167	UNCHANGED	1	8	143.36,146.87,103.28,33.28|171.52|e8dbc1ea	37.66,358.10,96.90,22.10|374.60|f4edf1b0	99e135c26af0f9c7	1	8	143.36,146.87,103.28,33.28|171.52|e8dbc1ea	37.66,358.10,96.90,22.10|374.60|f4edf1b0	99e135c26af0f9c7	1	8	143.36,146.87,103.28,33.28|171.52|e8dbc1ea	37.66,358.10,96.90,22.10|374.60|f4edf1b0	99e135c26af0f9c7
168	HISTORICAL_AND_CURRENT_SOURCE	28	1034	19.25,257.49,337.25,22.10|274.59|16d2e757	37.66,608.70,80.75,22.10|625.20|9f062c1c	f425348fc9eddec2	28	1035	19.25,257.49,337.25,22.10|274.59|16d2e757	37.66,608.70,80.75,22.10|625.20|9f062c1c	9a959c2f38affe84	29	1040	19.25,257.49,346.46,23.80|275.51|16d2e757	37.66,785.50,80.75,22.10|802.00|9f062c1c	b7ac45c56790971d
169	UNCHANGED	1	12	143.36,146.87,103.28,33.28|171.52|5dd4e714	37.66,446.50,96.90,22.10|463.00|a8115873	15f11b8946ff9e18	1	12	143.36,146.87,103.28,33.28|171.52|5dd4e714	37.66,446.50,96.90,22.10|463.00|a8115873	15f11b8946ff9e18	1	12	143.36,146.87,103.28,33.28|171.52|5dd4e714	37.66,446.50,96.90,22.10|463.00|a8115873	15f11b8946ff9e18
170	HISTORICAL_AND_CURRENT_SOURCE	10	339	19.25,257.49,337.49,22.10|274.59|a483feaa	37.66,431.90,209.95,22.10|448.40|aeb6eabb	62d8e02cdd24bdfd	10	339	19.25,257.49,333.24,22.10|274.59|a483feaa	37.66,431.90,209.95,22.10|448.40|aeb6eabb	83d79f591f533fd2	11	345	19.25,257.49,342.21,23.80|275.51|a483feaa	37.66,166.70,209.95,22.10|183.20|aeb6eabb	a2840aa428d6815b
171	UNCHANGED	1	11	153.69,146.87,82.62,33.28|171.52|18f4b391	37.66,424.40,274.55,22.10|440.90|2f2aea5a	3add58c033395cee	1	11	153.69,146.87,82.62,33.28|171.52|18f4b391	37.66,424.40,274.55,22.10|440.90|2f2aea5a	3add58c033395cee	1	11	153.69,146.87,82.62,33.28|171.52|18f4b391	37.66,424.40,274.55,22.10|440.90|2f2aea5a	3add58c033395cee
172	HISTORICAL_AND_CURRENT_SOURCE	13	433	19.25,257.49,337.72,22.10|274.59|bcaf7aca	37.66,255.10,32.30,22.10|271.60|002c2b82	b07e52b93417d0e8	13	432	19.25,257.49,337.72,22.10|274.59|bcaf7aca	37.66,210.90,32.30,22.10|227.40|002c2b82	06400d96dedb3a8c	14	439	19.25,257.49,346.46,23.80|275.51|bcaf7aca	37.66,100.40,32.30,22.10|116.90|002c2b82	08396cc22539b017
173	UNCHANGED	1	13	143.36,146.87,103.28,33.28|171.52|c4354988	37.66,424.40,258.40,22.10|440.90|25f196f4	b5db062b82212729	1	13	143.36,146.87,103.28,33.28|171.52|c4354988	37.66,424.40,258.40,22.10|440.90|25f196f4	b5db062b82212729	1	13	143.36,146.87,103.28,33.28|171.52|c4354988	37.66,424.40,258.40,22.10|440.90|25f196f4	b5db062b82212729
174	HISTORICAL_AND_CURRENT_SOURCE	12	427	19.25,257.49,337.49,22.10|274.59|7a5a8eb6	37.66,608.70,274.55,22.10|625.20|bba97072	147c510aed5a12b6	12	425	19.25,257.49,337.49,22.10|274.59|7a5a8eb6	37.66,586.60,274.55,22.10|603.10|bba97072	2f9a904ff9593196	13	430	19.25,257.49,346.46,23.80|275.51|7a5a8eb6	37.66,520.30,274.55,22.10|536.80|bba97072	3d66b7fb472c5947
175	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|02371482	103.20,213.43,183.60,33.28|237.95|bba366d1	9cc0a3300a13b037	1	5	143.36,146.87,103.28,33.28|171.52|02371482	103.20,213.43,183.60,33.28|237.95|bba366d1	9cc0a3300a13b037	1	5	143.36,146.87,103.28,33.28|171.52|02371482	103.20,213.43,183.60,33.28|237.95|bba366d1	9cc0a3300a13b037
176	HISTORICAL_AND_CURRENT_SOURCE	14	473	19.25,257.49,349.34,22.10|274.59|2b0eec9c	37.66,56.20,161.50,22.10|72.70|eecf43b7	4f70323a7ed495dc	13	468	19.25,257.49,349.34,22.10|274.59|2b0eec9c	37.66,763.40,161.50,22.10|779.90|eecf43b7	21235e2200af8eb8	15	482	19.25,257.49,324.89,23.80|275.51|3dc5523c	37.66,255.10,161.50,22.10|271.60|eecf43b7	bcd7c3f8d2edfa97
177	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|d5f77b56	103.20,213.43,183.60,33.28|237.95|83631666	473bf282f097cb40	1	5	143.36,146.87,103.28,33.28|171.52|d5f77b56	103.20,213.43,183.60,33.28|237.95|83631666	473bf282f097cb40	1	5	143.36,146.87,103.28,33.28|171.52|d5f77b56	103.20,213.43,183.60,33.28|237.95|83631666	473bf282f097cb40
178	HISTORICAL_AND_CURRENT_SOURCE	14	491	19.25,257.49,320.40,22.10|274.59|53809002	37.66,454.00,274.55,22.10|470.50|14c14487	9a72d1339cd100aa	14	488	19.25,257.49,350.09,22.10|274.59|c2926119	37.66,409.80,274.55,22.10|426.30|14c14487	ecf844c9bdbb8b15	15	503	19.25,257.49,329.14,23.80|275.51|53809002	37.66,564.50,274.55,22.10|581.00|14c14487	b3a45cf7bf9b1947
179	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|8e73abdb	103.20,213.43,183.60,33.28|237.95|799d6231	ca3f962336a6738f	1	5	143.36,146.87,103.28,33.28|171.52|8e73abdb	103.20,213.43,183.60,33.28|237.95|799d6231	ca3f962336a6738f	1	5	143.36,146.87,103.28,33.28|171.52|8e73abdb	103.20,213.43,183.60,33.28|237.95|799d6231	ca3f962336a6738f
180	HISTORICAL_AND_CURRENT_SOURCE	14	466	19.25,257.49,320.17,22.10|274.59|f7b7650e	37.66,12.00,290.70,22.10|28.50|c036c286	0e4fb3e239f4a761	13	460	19.25,257.49,349.86,22.10|274.59|a1cf7895	37.66,763.40,290.70,22.10|779.90|c036c286	5466c60b95230cee	15	474	19.25,257.49,329.14,23.80|275.51|f7b7650e	37.66,122.50,290.70,22.10|139.00|c036c286	2037540f34f7d73b
181	UNCHANGED	1	9	143.36,146.87,103.28,33.28|171.52|74835852	37.66,358.10,48.45,22.10|374.60|7c74f305	2621d24c776f02c8	1	9	143.36,146.87,103.28,33.28|171.52|74835852	37.66,358.10,48.45,22.10|374.60|7c74f305	2621d24c776f02c8	1	9	143.36,146.87,103.28,33.28|171.52|74835852	37.66,358.10,48.45,22.10|374.60|7c74f305	2621d24c776f02c8
182	HISTORICAL_AND_CURRENT_SOURCE	13	458	19.25,257.49,337.25,22.10|274.59|ad8ee473	37.66,763.40,145.35,22.10|779.90|24936ec5	b7f25668c1cefe00	13	454	19.25,257.49,337.25,22.10|274.59|ad8ee473	37.66,697.10,145.35,22.10|713.60|24936ec5	28b90274c8aa53fb	14	467	19.25,257.49,346.46,23.80|275.51|ad8ee473	37.66,807.60,145.35,22.10|824.10|24936ec5	4c63332381fbeadc
183	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|ff16f6b3	103.20,213.43,183.60,33.28|237.95|2e34c906	21838379972a8c42	1	5	143.36,146.87,103.28,33.28|171.52|ff16f6b3	103.20,213.43,183.60,33.28|237.95|2e34c906	21838379972a8c42	1	5	143.36,146.87,103.28,33.28|171.52|ff16f6b3	103.20,213.43,183.60,33.28|237.95|2e34c906	21838379972a8c42
184	HISTORICAL_AND_CURRENT_SOURCE	12	425	19.25,257.49,320.40,22.10|274.59|7443c933	37.66,476.10,32.30,22.10|492.60|002c2b82	378044ec208837d9	12	424	19.25,257.49,350.09,22.10|274.59|adaff7e9	37.66,431.90,32.30,22.10|448.40|002c2b82	0814fc9f705e0c96	13	431	19.25,257.49,329.14,23.80|275.51|7443c933	37.66,321.40,32.30,22.10|337.90|002c2b82	562463e1a27b7d64
185	UNCHANGED	1	5	143.36,146.87,103.28,33.28|171.52|e6378a18	103.20,213.43,183.60,33.28|237.95|8592f8e3	6df63628d0cedcd0	1	5	143.36,146.87,103.28,33.28|171.52|e6378a18	103.20,213.43,183.60,33.28|237.95|8592f8e3	6df63628d0cedcd0	1	5	143.36,146.87,103.28,33.28|171.52|e6378a18	103.20,213.43,183.60,33.28|237.95|8592f8e3	6df63628d0cedcd0
