utc,monotonic_s,scenario,pid,kind,cpu_ps_percent,cpu_total_s,rss_mib
2026-09-07T17:15:39.417150+00:00,347711.665,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:39.417153+00:00,347711.665,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:39.417156+00:00,347711.665,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:40.430995+00:00,347712.676,snapshot-settled-after-default-off-continuous,82878,reader,3.3,13.940,641.703
2026-09-07T17:15:40.431044+00:00,347712.676,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:40.431050+00:00,347712.676,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:40.431054+00:00,347712.676,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:40.431057+00:00,347712.676,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:40.431061+00:00,347712.676,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:41.431174+00:00,347713.686,snapshot-settled-after-default-off-continuous,82878,reader,7.7,14.050,641.828
2026-09-07T17:15:41.431226+00:00,347713.686,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:41.431231+00:00,347713.686,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:41.431235+00:00,347713.686,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:41.431238+00:00,347713.686,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:41.431243+00:00,347713.686,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:42.441023+00:00,347714.696,snapshot-settled-after-default-off-continuous,82878,reader,14.0,14.120,641.844
2026-09-07T17:15:42.441072+00:00,347714.696,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:42.441079+00:00,347714.696,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:42.441082+00:00,347714.696,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:42.441085+00:00,347714.696,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:42.441089+00:00,347714.696,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:43.440473+00:00,347715.700,snapshot-settled-after-default-off-continuous,82878,reader,2.4,14.190,641.953
2026-09-07T17:15:43.440530+00:00,347715.700,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:43.440537+00:00,347715.700,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:43.440540+00:00,347715.700,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:43.440544+00:00,347715.700,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:43.440547+00:00,347715.700,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:44.440399+00:00,347716.708,snapshot-settled-after-default-off-continuous,82878,reader,8.4,14.290,656.656
2026-09-07T17:15:44.440449+00:00,347716.708,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:44.440454+00:00,347716.708,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:44.440457+00:00,347716.708,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:44.440462+00:00,347716.708,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:44.440465+00:00,347716.708,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:45.465506+00:00,347717.718,snapshot-settled-after-default-off-continuous,82878,reader,2.5,14.330,642.125
2026-09-07T17:15:45.465554+00:00,347717.718,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:45.465561+00:00,347717.718,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:45.465565+00:00,347717.718,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
